32883,55416
32883,55516
32883,56800
32900,55233
32900,56083
32900,56133
32916,54966
32916,57733
32933,53950
32933,54266
32933,55516
32933,57116
32933,57650
32950,54216
32966,55400
32983,54583
32983,58050
33000,53633
33000,55133
33000,55783
33016,53700
33016,53950
33016,55050
33016,56483
33033,57000
33050,54066
33050,54150
33050,56483
33083,55966
33083,56183
33083,57433
33100,55133
33100,57633
33100,57733
33116,54816
33116,54833
33116,55983
33132,58295
33133,54933
33133,57150
33150,54150
33166,54966
33166,57583
33183,53900
33183,55700
33183,57466
33200,53800
33200,54750
33200,56783
33216,54383
33216,56683
33233,53850
33233,54383
33233,57133
33250,53900
33250,53916
33250,54016
33250,54333
33250,56016
33250,57333
33255,58019
33266,53783
33266,54416
33266,55100
33266,55116
33283,53933
33300,56350
33333,54783
33333,56466
33333,56933
33333,57950
33350,55616
33350,55633
33366,53666
33366,56483
33383,55083
33383,56416
33383,57550
33400,54683
33400,58316
33413,56500
33416,55633
33416,57066
33450,54533
33450,57733
33466,54200
33466,54650
33466,54666
33466,55116
33466,55200
33466,55616
33483,55150
33483,55566
33483,56150
33483,56483
33500,55216
33500,56750
33500,56866
33510,53783
33516,54916
33516,56400
33516,57833
33533,54433
33533,54600
33533,56900
33533,56933
33538,56888
33544,58197
33550,55666
33550,56900
33566,53850
33583,57300
33583,57583
33583,58083
33600,54316
33600,55333
33600,56350
33600,57133
33600,57983
33616,53716
33616,57633
33616,58283
33650,53800
33650,57533
33666,54200
33683,53450
33683,53550
33683,54650
33683,57566
33716,54533
33716,58083
33716,58266
33733,54750
33733,56333
33733,57833
33750,55283
33750,56466
33750,57483
33750,57616
33766,58350
33800,54000
33800,58250
33816,55550
33816,57550
33833,56300
33850,55166
33850,56883
33850,57016
33850,57683
33866,55550
33866,57000
33866,57516
33866,57616
33883,53500
33883,54716
33883,56450
33883,57383
33883,57400
33883,57666
33883,58416
33900,55150
33900,56833
33916,57783
33933,55266
33933,55683
33933,56250
33933,57466
33933,58166
33950,55850
33950,56750
33950,57900
33950,58233
33966,57100
33966,58283
33983,53983
33983,57900
33983,58150
33983,58250
34000,55666
34000,58250
34016,57650
34033,54283
34033,55650
34033,57833
34033,58133
34050,54783
34050,55883
34050,56200
34066,53933
34066,54500
34066,56300
34066,56383
34066,57350
34066,57716
34083,57383
34095,56214
34100,58000
34116,53950
34133,56400
34150,56950
34152,58012
34153,58176
34166,53833
34166,53850
34166,54666
34166,56683
34183,53783
34183,55733
34183,57933
34189,56339
34200,53933
34200,54750
34200,56216
34200,56983
34200,57100
34200,57783
34200,57866
34216,57000
34233,55733
34233,56866
34250,55933
34250,56683
34266,53933
34266,54316
34266,57450
34283,54983
34283,55233
34283,56216
34283,56916
34283,57616
34290,56388
34300,55966
34300,57233
34300,57733
34316,56800
34316,57000
34316,57216
34316,57350
34319,56805
34333,55450
34333,55650
34333,57233
34333,57716
34337,56713
34350,55766
34350,56650
34350,57300
34350,57433
34350,57850
34351,56398
34366,53766
34366,53833
34366,54066
34366,55166
34366,55516
34366,55783
34366,56400
34366,57050
34366,57066
34366,57566
34370,55225
34382,56541
34383,56283
34383,56383
34383,56766
34400,53783
34400,56333
34400,56533
34400,57166
34400,57333
34400,57666
34400,57883
34411,56402
34416,56466
34416,57283
34416,57733
34419,56422
34433,55983
34433,57416
34433,57716
34433,57883
34442,56443
34449,56079
34450,55783
34450,56166
34450,56250
34450,56283
34450,57600
34453,56390
34466,57716
34466,57850
34483,54333
34483,55633
34483,55650
34483,56850
34497,56037
34500,55583
34500,56383
34516,55250
34519,56798
34521,56393
34522,56277
34533,56300
34533,56316
34550,55883
34566,55700
34583,55833
34583,56699
34589,56252
34600,54550
34600,55483
34600,56133
34605,56356
34633,55616
34633,55966
34633,56333
34633,56619
34646,56062
34650,55233
34650,55866
34650,56600
34650,56716
34650,56750
34665,56219
34666,54166
34666,55266
34666,56000
34683,55683
34683,56733
34698,56217
34700,55900
34715,56073
34716,55416
34716,55533
34716,55950
34726,56220
34733,55266
34733,55716
34733,56036
34742,56098
34750,55333
34750,55683
34761,56223
34762,56020
34763,56385
34764,56213
34766,55750
34781,56053
34790,56350
34800,54916
34800,55233
34800,55366
34800,56216
34800,56233
34801,56334
34803,56085
34813,56044
34816,56100
34816,56183
34828,56139
34833,56116
34833,56216
34833,56233
34850,56083
34850,56116
34850,56216
34850,56233
34858,56170
34860,56052
34866,54866
34866,56166
34870,56133
34875,56258
34877,56029
34883,56150
34883,56183
34883,56200
34883,56216
34883,56233
34885,56060
34900,54950
34900,55283
34900,56100
34900,56133
34900,56150
34900,56183
34905,56168
34905,56194
34908,56208
34909,56152
34922,56159
34966,54950
